pipeline_id,name,family,doc_status,implementation_mode,base_model,feature_profile,allocation_mode,overlays,risk_cap,max_drawdown,decision,feature_count,runtime_seconds,notes,status,source_doc,train_summary.total_return_pct,train_summary.annualized_return_pct,train_summary.annualized_vol_pct,train_summary.sharpe_ratio,train_summary.sortino_ratio,train_summary.max_drawdown_pct,train_summary.win_rate_pct,train_summary.avg_turnover,train_summary.total_turnover,train_summary.avg_gross_exposure,train_summary.cost_drag_pct,train_summary.active_days,train_summary.final_equity,validation_summary.total_return_pct,validation_summary.annualized_return_pct,validation_summary.annualized_vol_pct,validation_summary.sharpe_ratio,validation_summary.sortino_ratio,validation_summary.max_drawdown_pct,validation_summary.win_rate_pct,validation_summary.avg_turnover,validation_summary.total_turnover,validation_summary.avg_gross_exposure,validation_summary.cost_drag_pct,validation_summary.active_days,validation_summary.final_equity,test_summary.total_return_pct,test_summary.annualized_return_pct,test_summary.annualized_vol_pct,test_summary.sharpe_ratio,test_summary.sortino_ratio,test_summary.max_drawdown_pct,test_summary.win_rate_pct,test_summary.avg_turnover,test_summary.total_turnover,test_summary.avg_gross_exposure,test_summary.cost_drag_pct,test_summary.active_days,test_summary.final_equity
BASE_BAYES,Bayesian Linear Baseline,Baseline,reference,direct,bayesian_linear,technical,proportional_positive,[],0.4,0.2,archive,5,0.08403993397951126,Bayesian linear control benchmark.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-1.2113491993174796,-3.1485745343400207,35.165460569897895,0.08626338039484611,0.050083729887449135,-22.816322143594412,7.291666666666667,0.11376723754961075,10.921654804762632,0.11149330212756726,2.184330960952526,15,0.9878865080068252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,4.692743395014665,43.497082054458616,10.871452108702549,3.3761680858436622,5.290733053264673,-1.074100346988427,9.375,0.10554366793618082,3.3773973739577863,0.06768344002978371,0.6754794747915572,4,1.0469274339501466
BASE_EQ,Equal-Weight Baseline,Baseline,reference,direct,equal_weight,technical,all_equal,[],0.4,0.2,promote,5,0.024987658951431513,Control benchmark for the long-only universe.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-38.85965167070676,-72.51404948670228,56.79718078157613,-1.9843849403153868,-2.8663909698434176,-49.5687860493481,39.58333333333333,0.0,0.0,1.0,0.0,96,0.6114034832929324,5.864552149399693,56.64289332504864,53.86874849348609,1.088605813174388,2.709342981036904,-12.19127797398426,46.875,0.0,0.0,1.0,0.0,32,1.058645521493997,0.4943016248034393,3.959411430115245,45.44109887814655,0.3039602614983171,0.6430739368805871,-14.686948003001,53.125,0.0,0.0,1.0,0.0,32,1.0049430162480344
BASE_LIN,Linear Return Baseline,Baseline,reference,direct,linear,technical,proportional_positive,[],0.4,0.2,archive,5,0.08823246601969004,Plain linear regression baseline for comparison.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,2.9053242623894526,7.8075916786843,35.51110044025714,0.38827716684437685,0.33719557155976343,-22.793998096553647,14.583333333333334,0.17762804258241194,17.052292087911546,0.19119974374179746,3.41045841758231,31,1.0290532426238945,0.1025124054337967,0.8101356740700227,5.628614689785027,0.1705405364850223,0.13132839492064044,-1.296565281158324,6.25,0.05,1.6,0.05,0.32,4,1.001025124054338,5.636807340047123,54.00869046330605,12.022915436940519,3.6521915845655055,6.263908630243798,-1.0947979953548903,9.375,0.11330847541358999,3.6258712132348796,0.07194673862523883,0.725174242646976,4,1.0563680734004712
BASE_RW,Random-Walk Momentum Baseline,Baseline,reference,direct,random_walk,technical,equal_positive,[],0.4,0.2,archive,5,0.08417784189805388,Simple momentum sign baseline aligned to the checklist.,ok,docs/md/실거래형_퀀트_트레이딩_시스템_전체_명세서.md,-33.5465908647577,-65.79356436788181,29.8858966328991,-3.432816725177274,-4.042874467639675,-35.26653955206608,18.75,0.6006944444444445,57.66666666666667,0.4979166666666666,11.533333333333335,55,0.664534091352423,-8.543086027248181,-50.50284065079262,38.58477269366039,-1.635304452466261,-2.318430432962474,-18.169839585524738,18.75,0.5812499999999999,18.599999999999998,0.5,3.7199999999999998,17,0.9145691397275182,-5.968097508219772,-38.40543658285686,39.89774485603695,-1.0214654988721057,-1.4294085896462079,-17.903318965242676,31.25,0.6437499999999999,20.599999999999998,0.58125,4.12,19,0.9403190249178023
B001,Bayesian Linear Return Forecaster,Bayesian,research candidate,proxy,bayesian_linear,technical,proportional_positive,['confidence_gate'],0.4,0.2,archive,5,0.07893008412793279,Price-only proxy for the return forecaster. Bayesian confidence gate active.,ok,docs/pipeline_library/candidates/B001_bayesian_linear_return_forecaster.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,4.692743395014665,43.497082054458616,10.871452108702549,3.3761680858436622,5.290733053264673,-1.074100346988427,9.375,0.10554366793618082,3.3773973739577863,0.06768344002978371,0.6754794747915572,4,1.0469274339501466
B003,Bayesian Factor Regression,Bayesian,research candidate,proxy,bayesian_linear,factor_proxy,proportional_positive,[],0.4,0.2,archive,12,0.08636822015978396,Proxy factor regression on price-derived factor features.,ok,docs/pipeline_library/candidates/B003_bayesian_factor_regression.md,11.491751311764853,33.04917491959176,33.988541495239694,1.0078912753663818,0.7739925216434798,-17.576096127138996,10.416666666666668,0.13123696551046335,12.59874868900448,0.16479831688091137,2.5197497378008955,21,1.1149175131176485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.3805676938211775,11.402108407920686,6.98647653315544,1.579250871081091,1.3024284494402385,-0.9140250047484977,3.125,0.025,0.8,0.025,0.16,2,1.0138056769382118
B006,Bayesian State Space Price-Vol Model,Bayesian,research candidate,proxy,bayesian_linear,volatility_proxy,proportional_positive,['volatility_timing'],0.4,0.2,archive,9,0.09244841802865267,Proxy state-space volatility timing model.,ok,docs/pipeline_library/candidates/B006_bayesian_state_space_price_vol_model.md,17.42336324876026,52.44233863146566,29.51623989326745,1.5723517042224602,1.8907685866581048,-12.968661794982495,20.833333333333336,0.23079591536202404,22.156407874754308,0.2506189187489119,4.431281574950861,37,1.1742336324876026,-1.348129764979611,-10.137309238975822,14.10723524167629,-0.6899466657427785,-0.6203311734603544,-5.063747334948399,3.125,0.05,1.6,0.05,0.32,4,0.9865187023502039,2.7023127623390986,23.36565275422582,7.943018258423323,2.682748871101926,3.0807450228514472,-0.9140250047484977,6.25,0.05,1.6,0.037500000000000006,0.32,3,1.027023127623391
B007,Bayesian State Space Regime Detector,Bayesian,supporting components implemented,direct,hmm_router,technical,equal_positive,['regime_gate'],0.4,0.2,archive,5,0.1729313910473138,Direct regime-routing path already supported in code.,ok,docs/pipeline_library/candidates/B007_bayesian_state_space_regime_detector.md,5.512939416542406,15.12708805996008,24.838994847390484,0.6842199795371096,0.9057315974132868,-6.220480605960866,6.25,0.19791666666666666,19.0,0.16666666666666666,3.8,16,1.055129394165424,-1.433558232540022,-10.748300169242741,45.297782257393344,-0.03820075164437032,-0.06873075200060992,-12.19127797398425,21.875,0.11875,3.8,0.53125,0.76,17,0.9856644176745998,-3.650946820932466,-25.38971855351574,17.842402082200373,-1.5549879951627157,-1.4683034866487505,-7.758027161390868,3.125,0.275,8.8,0.15,1.76,5,0.9634905317906753
B011,Bayesian Hierarchical Fundamental Model,Bayesian,research candidate,proxy,bayesian_linear,delay_aware,proportional_positive,['inverse_vol_allocation'],0.4,0.2,archive,13,0.09754726686514914,Fundamental hierarchy proxy using delayed technical structure.,ok,docs/pipeline_library/candidates/B011_bayesian_hierarchical_fundamental_model.md,35.52785167120602,122.11349946150025,33.652388169283135,2.536315984467636,4.723361328561191,-10.411921790419331,26.041666666666668,0.5027362152136022,48.26267666050581,0.3300761338817806,9.652535332101161,47,1.3552785167120602,-1.0177642518916064,-7.740007313679598,17.18940055065426,-0.38486724175390236,-0.3712722521312283,-4.5207219689076155,18.75,0.29518222737637395,9.445831276043966,0.20779827787774607,1.8891662552087936,11,0.9898223574810839,-12.005020043344095,-63.47367857232462,12.283091219936832,-8.12272123756941,-6.927888000628832,-12.005020043344095,9.375,0.32243835292822665,10.318027293703253,0.2283327471302537,2.0636054587406503,12,0.879949799566559
B018,Bayesian Black-Litterman with ML Views,Bayesian,research candidate,proxy,bayesian_linear,factor_proxy,proportional_positive,['confidence_gate'],0.4,0.2,archive,12,0.08021400892175734,Proxy view fusion via Bayesian linear posterior. Bayesian confidence gate active.,ok,docs/pipeline_library/candidates/B018_bayesian_black_litterman_with_ml_views.md,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,1.3805676938211775,11.402108407920686,6.98647653315544,1.579250871081091,1.3024284494402385,-0.9140250047484977,3.125,0.025,0.8,0.025,0.16,2,1.0138056769382118
F003,LSTM Return Forecaster,Deep Learning,direct code path,direct,lstm,technical,proportional_positive,[],0.4,0.2,archive,5,1.3622974420432001,Sequence model over rolling technical features.,ok,docs/pipeline_library/candidates/F003_lstm_return_forecaster.md,-0.5876075469206654,-1.5351145997272053,13.578887008196745,-0.04704222513067782,-0.04416314213454177,-9.290583856452429,8.333333333333332,0.024681997150326263,2.369471726431321,0.08841052804079637,0.47389434528626423,19,0.9941239245307933,-6.267077722960712,-39.93095367789626,13.139058034073726,-3.8110291184036096,-3.448399412167449,-7.020601450307651,15.625,0.1125,3.6,0.175,0.7200000000000001,14,0.9373292227703929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0
F005,MLP Cross-Sectional Ranker,Deep Learning,direct code path,direct,mlp,technical_plus_cross_section,proportional_positive,[],0.4,0.2,archive,15,0.23922800505533814,Flat MLP over cross-sectional features.,ok,docs/pipeline_library/candidates/F005_mlp_cross_sectional_ranker.md,-17.729411608011592,-40.08754941468317,21.49665742040608,-2.2742639052988833,-2.8685226425313015,-21.857351248625257,22.916666666666664,0.12888232512875267,12.372703212360257,0.3301512287830441,2.4745406424720517,62,0.8227058839198841,0.25635245985893285,2.0366548939444007,14.858273721861092,0.2072751617979359,0.4727429493533199,-3.8207022492564247,40.625,0.05236519181848477,1.6756861381915127,0.3820953887604025,0.3351372276383025,30,1.0025635245985893,-1.6416121020523589,-12.22116941067255,14.778385570880276,-0.8102156839320633,-1.363899796541071,-5.181607129019206,50.0,0.07583354791806775,2.426673533378168,0.40502592524223785,0.48533470667563355,32,0.9835838789794764
